1.260000000000000009e-01,7.090746666666666897e+03
1.127000000000000002e+00,7.282277752988411521e+03
2.129000000000000004e+00,6.955730619827567352e+03
3.129000000000000004e+00,6.908895679773939264e+03
4.131000000000000227e+00,6.686497559318682761e+03
5.131999999999999673e+00,6.614700804134386999e+03
6.133000000000000007e+00,6.519015748443719531e+03
7.134999999999999787e+00,6.383218971334189519e+03
8.135999999999999233e+00,6.444708798789842149e+03
9.138999999999999346e+00,6.432436260281584509e+03
1.013899999999999935e+01,6.305144691465632604e+03
1.114100000000000001e+01,6.303319446384496587e+03
1.214100000000000001e+01,6.356915360682688515e+03
1.314300000000000068e+01,6.230445761749148005e+03
1.414300000000000068e+01,6.286838087460268980e+03
1.514499999999999957e+01,6.275283452587274041e+03
1.614600000000000080e+01,6.279504519656075900e+03
1.714900000000000091e+01,6.364002703082114749e+03
1.814799999999999969e+01,6.351374314927382329e+03
1.915200000000000102e+01,6.276997326701529346e+03
2.015099999999999980e+01,6.322086367355737821e+03
2.115399999999999991e+01,6.362782487041514287e+03
2.215299999999999869e+01,6.303355793277147313e+03
2.315500000000000114e+01,6.306187741388799623e+03
2.415599999999999881e+01,6.237172836530919994e+03
2.515700000000000003e+01,6.255965803307301030e+03
2.615800000000000125e+01,6.273087396320538573e+03
2.716000000000000014e+01,6.353497317734352691e+03
2.816000000000000014e+01,6.308820018598096794e+03
2.916199999999999903e+01,6.313108487403046638e+03
3.016199999999999903e+01,6.276645711833124551e+03
3.116400000000000148e+01,6.216027153997630194e+03
3.216400000000000148e+01,6.215277655670889544e+03
3.316700000000000159e+01,6.208741618144760650e+03
3.416700000000000159e+01,6.289355607493402204e+03
3.516799999999999926e+01,6.137280714213076863e+03
3.616899999999999693e+01,6.127273762069135046e+03
3.717099999999999937e+01,6.122734966517285102e+03
3.817099999999999937e+01,6.096399698570770852e+03
3.917399999999999949e+01,6.109897233992256588e+03
4.017399999999999949e+01,6.137999796228594278e+03
4.117499999999999716e+01,6.123679132739845954e+03
4.217600000000000193e+01,6.043361991332014441e+03
4.317699999999999960e+01,5.999228841560857290e+03
4.417699999999999960e+01,6.038695289198755745e+03
4.517900000000000205e+01,6.050297725122069096e+03
4.617900000000000205e+01,6.034260695029155613e+03
4.718299999999999983e+01,5.987352662889231397e+03
4.818200000000000216e+01,5.897729357766747853e+03
4.918399999999999750e+01,5.904848942887423618e+03
5.018399999999999750e+01,5.973947634709052181e+03
5.118599999999999994e+01,5.956892087284466470e+03
5.218699999999999761e+01,5.983581947830698482e+03
5.318900000000000006e+01,5.878647288681177997e+03
5.418999999999999773e+01,5.972203402036137959e+03
5.519299999999999784e+01,5.981863404071192235e+03
5.619299999999999784e+01,6.024060457338546257e+03
5.719500000000000028e+01,5.948311254219248440e+03
5.819500000000000028e+01,5.980798451859096531e+03
5.919899999999999807e+01,6.018920712502002971e+03
6.019800000000000040e+01,6.030716527373369900e+03
6.120000000000000284e+01,6.100452971825041459e+03
6.220100000000000051e+01,6.101460737889320626e+03
6.320199999999999818e+01,6.122876226274641340e+03
6.420300000000000296e+01,6.159288703592692400e+03
6.520600000000000307e+01,6.274426707657080442e+03
6.620600000000000307e+01,6.224761276009607172e+03
6.720699999999999363e+01,6.250818930398808334e+03
6.820900000000000318e+01,6.346944551666500047e+03
6.921200000000000330e+01,6.302748189311438182e+03
7.021200000000000330e+01,6.322989221537099183e+03
7.121299999999999386e+01,6.392241639293880326e+03
7.221399999999999864e+01,6.458176933726455900e+03
7.321599999999999397e+01,6.418547914043178025e+03
7.421800000000000352e+01,6.361365775000137546e+03
7.521999999999999886e+01,6.430504865598022661e+03
7.621999999999999886e+01,6.453024654081943481e+03
7.722199999999999420e+01,6.334127801931274007e+03
7.822599999999999909e+01,6.395300036467652717e+03
7.923199999999999932e+01,6.350632268877167917e+03
8.023199999999999932e+01,6.391311082691895535e+03
8.123300000000000409e+01,6.392824798542551434e+03
8.223399999999999466e+01,6.343771136396214388e+03
8.323699999999999477e+01,6.483249973153797328e+03
8.423799999999999955e+01,6.384376588753098986e+03
8.524099999999999966e+01,6.418433736686157317e+03
8.623999999999999488e+01,6.499641852994953297e+03
8.724200000000000443e+01,6.424757978272055880e+03
8.824200000000000443e+01,6.430257670686852180e+03
8.924299999999999500e+01,6.461406169586172837e+03
9.024299999999999500e+01,6.604289193709244500e+03
9.124500000000000455e+01,6.511973935835770135e+03
9.224500000000000455e+01,6.585563226710515664e+03
9.324800000000000466e+01,6.638207758447498236e+03
9.424800000000000466e+01,6.778851622084935116e+03
9.525100000000000477e+01,6.734706753363172538e+03
9.625100000000000477e+01,6.897314429971202117e+03
9.725400000000000489e+01,6.856324726693917000e+03
9.825400000000000489e+01,7.020642571039288669e+03
9.925700000000000500e+01,6.989308713412150610e+03
1.002560000000000002e+02,7.088844049490650832e+03
1.012590000000000003e+02,7.121270472788248298e+03
1.022590000000000003e+02,7.363965323978222841e+03
1.032620000000000005e+02,7.377608365528050854e+03
1.042609999999999957e+02,7.604268640068020431e+03
1.052639999999999958e+02,7.685056085789100507e+03
1.062639999999999958e+02,7.635749544066332419e+03
1.072660000000000053e+02,7.768609115875681709e+03
1.082660000000000053e+02,7.835363084993045959e+03
1.092690000000000055e+02,7.969427928622506442e+03
1.102699999999999960e+02,8.167650272009303080e+03
1.112729999999999961e+02,8.170053923499699522e+03
1.122729999999999961e+02,8.379235385625024719e+03
1.132759999999999962e+02,8.410857206639771903e+03
1.142759999999999962e+02,8.670900882303922117e+03
1.152789999999999964e+02,8.651074615702944357e+03
1.162780000000000058e+02,8.844686916481618027e+03
1.172819999999999965e+02,8.862918850939653566e+03
1.182819999999999965e+02,8.923303348364015619e+03
1.192840000000000060e+02,9.149554756937559432e+03
1.202840000000000060e+02,9.160580171918218184e+03
1.212870000000000061e+02,9.431341639995405785e+03
1.222870000000000061e+02,9.520550785037259629e+03
1.232900000000000063e+02,9.521180506408067231e+03
1.242900000000000063e+02,9.504004712724336059e+03
1.252930000000000064e+02,9.607433156267581580e+03
1.262930000000000064e+02,9.557475814871031616e+03
1.272950000000000017e+02,9.782481233535960200e+03
1.282949999999999875e+02,9.804807783831840425e+03
1.292980000000000018e+02,9.699046553147392842e+03
1.302980000000000018e+02,9.693473133940067783e+03
1.313019999999999925e+02,9.752894151850701746e+03
1.323009999999999877e+02,9.936648119844610846e+03
1.333040000000000020e+02,9.937413447452598120e+03
1.343040000000000020e+02,9.666633312871103044e+03
1.353079999999999927e+02,9.783241636282093168e+03
1.363069999999999879e+02,9.721545523052765930e+03
1.373100000000000023e+02,9.843739106143044410e+03
1.383100000000000023e+02,1.003372189358981814e+04
1.393120000000000118e+02,9.822729832368519055e+03
1.403120000000000118e+02,9.780673845534322027e+03
1.413160000000000025e+02,9.733155084994621575e+03
1.423149999999999977e+02,1.004776921548578866e+04
1.433180000000000121e+02,9.896535093195974696e+03
1.443180000000000121e+02,9.887508116905028146e+03
1.453199999999999932e+02,9.839630602568948234e+03
1.463189999999999884e+02,9.898890729205657408e+03
1.473220000000000027e+02,1.023358302938695851e+04
1.483230000000000075e+02,1.027059106373916620e+04
1.493249999999999886e+02,1.019285769146340499e+04
1.503249999999999886e+02,1.012074056870398817e+04
1.513269999999999982e+02,1.018709425835189359e+04
1.523269999999999982e+02,1.045888565228229709e+04
1.533309999999999889e+02,1.054932071615062887e+04
1.543319999999999936e+02,1.048264809340731699e+04
1.553360000000000127e+02,1.059746659205787910e+04
1.563360000000000127e+02,1.061332723148603691e+04
1.573389999999999986e+02,1.054776100036102798e+04
1.583389999999999986e+02,1.042946056096611755e+04
1.593429999999999893e+02,1.048015603134874982e+04
1.603449999999999989e+02,1.092429244994816509e+04
1.613460000000000036e+02,1.038249528295462733e+04
1.623480000000000132e+02,1.022095930923079504e+04
1.633499999999999943e+02,1.043911982917086971e+04
1.643499999999999943e+02,1.040988172348510489e+04
1.653520000000000039e+02,1.044627512981863038e+04
1.663520000000000039e+02,1.046429202791613170e+04
1.673549999999999898e+02,1.038304433640211391e+04
1.683559999999999945e+02,1.064978466451743589e+04
1.693590000000000089e+02,1.069774593751796783e+04
1.703580000000000041e+02,1.067112231843076370e+04
1.713600000000000136e+02,1.088182936156944015e+04
1.723600000000000136e+02,1.071099385119768158e+04
1.733640000000000043e+02,1.054888817707920680e+04
1.743650000000000091e+02,1.079652453404620792e+04
1.753679999999999950e+02,1.092685306425732779e+04
1.763669999999999902e+02,1.092286233068194451e+04
1.773689999999999998e+02,1.041572336940857349e+04
1.783689999999999998e+02,1.044349823184028719e+04
1.793720000000000141e+02,1.052097979673199552e+04
1.803729999999999905e+02,1.049616863603406637e+04
1.813750000000000000e+02,1.050612054875750800e+04
1.823750000000000000e+02,1.029454997640881629e+04
1.833760000000000048e+02,1.023680627582052693e+04
1.843770000000000095e+02,1.026545865905399296e+04
1.853799999999999955e+02,1.025469822766284415e+04
1.863789999999999907e+02,1.046269115117050569e+04
1.873820000000000050e+02,1.012041161195113455e+04
1.883810000000000002e+02,1.035932410769552553e+04
1.893839999999999861e+02,1.010538879432222166e+04
1.903830000000000098e+02,1.015873506308305514e+04
1.913849999999999909e+02,1.008099217863819285e+04
1.923849999999999909e+02,1.024248554378248627e+04
1.933859999999999957e+02,1.003437221145963304e+04
1.943870000000000005e+02,1.006761359550638190e+04
1.953899999999999864e+02,1.032185104908275935e+04
1.963890000000000100e+02,1.010305280794940700e+04
1.973909999999999911e+02,1.021826396873098020e+04
1.983919999999999959e+02,1.026527271721955731e+04
1.993940000000000055e+02,1.007356063419883139e+04
