# Profile Compression settings. Method: Running Average, using 1 datapoints
# Profile Smoothing is Disabled
#	H	C-	O	P	Ni-	Cu-	Ga-	As	In-	Sb-	Ru-	Mn-	
#	1,0089	11,9990	15,9938	30,9728	57,9328	62,9275	68,9248	74,9181	114,9010	120,8979	101,8988	54,9727	
#Data Point #	Intensity(Background Corrected)	Intensity(Background Corrected)	Intensity(Background Corrected)	Intensity(Background Corrected)	Intensity(Background Corrected)	Intensity(Background Corrected)	Intensity(Background Corrected)	Intensity(Background Corrected)	Intensity(Background Corrected)	Intensity(Background Corrected)	Intensity(Background Corrected)	Intensity(Background Corrected)	
19	42,1021	238,433	50409,4	2,00006	5,00019	33,0098	0	1,00002	759,394	258,533	1615,78	0	
20	48,1109	223,38	45319,2	0	8,00061	26,0067	0	3,00007	758,449	274,591	1624,08	0	
21	29,065	211,34	42237,8	1,00001	10,0009	33,0088	0	1,00001	635,067	243,459	1588,14	0	
22	27,046	188,27	38532	2,00003	3,00007	39,0116	1,00001	2,00003	646,195	233,422	1624,03	0	
23	20,0309	170,221	35565,6	1,00002	6,00027	36,0099	0	3,00007	599,745	247,474	1642,43	0	
24	24,0389	177,239	32606,2	0	6,00027	34,0099	0	1,00004	531,165	211,35	1580,01	0	
25	21,0303	156,186	30352,3	0	7,00037	40,0128	0	1,00005	490,833	203,337	1613,78	0	
26	26,0358	123,116	27462,1	0	8,00049	61,0284	0	2,00003	473,708	160,201	1558,41	1,00002	
27	17,0183	156,186	25213,7	0	18,0033	36,011	0	1,00001	462,636	200,32	1566,62	0	
28	19,0254	125,119	23240	1,00001	9,00089	38,011	1,00001	0	400,226	228,405	1536,93	0	
29	19,0213	128,125	21513,5	0	18,0027	46,0169	0	5,00019	371,054	206,331	1592,19	0	
30	19,0155	127,123	19168	3,00007	21,0034	66,0343	1,00001	4,00012	329,834	201,309	1575,84	0	
31	11,0108	121,112	17582,9	0	28,006	81,0501	0	3,00007	286,634	272,574	1566,6	0	
32	9,00763	156,186	15906	1,00001	34,0088	78,0476	0	4,00018	288,643	318,779	1488,83	0	
33	12,009	134,139	14688,7	0	84,0552	114,103	0	2,00003	268,549	396,225	1548,17	0	
34	5,00439	151,174	13268	0	110,094	151,174	0	3,00011	213,35	486,818	1468,37	0	
35	10,0104	152,177	12584,5	0	127,125	232,412	0	4,00024	222,38	752,359	1465,26	1,00001	
36	13,0092	182,253	11850,9	1,00001	236,433	293,657	0	2,00003	210,347	1006,74	1498,01	0	
37	11,0087	180,248	10993,8	3,00007	351,943	418,339	0	2,00003	162,218	1269,5	1535,86	0	
38	20,015	231,408	10841,6	2,00003	453,58	509,987	0	5,00019	179,256	1686,85	1580,92	0	
39	17,0136	221,373	10984,5	4,00012	736,119	742,187	0	7,00048	169,244	2052,58	1595,31	0	
40	16,0183	254,493	11405,4	2,00009	989,432	932,604	0	16,002	206,394	2469,12	1553,29	0	
41	14,0133	304,707	12272,8	6,00027	1321,27	1070,72	0	9,00062	192,338	2933,58	1575,84	0	
42	19,0239	292,652	13508,5	5,00019	1669,1	1310,05	0	22,0037	235,552	3325,32	1683,46	0	
43	13,0168	331,839	15372,5	9,00062	2086,88	1503,15	0	15,0018	262,674	3938,06	1626,08	1,00001	
44	15,0187	302,698	17239,2	5,00027	2586,37	1634,21	2,00003	21,0043	272,761	4435,86	1673,23	0	
45	25,0472	348,927	19069,9	6,00027	3178,96	1783,09	1,00001	19,003	273,851	5119,71	1781,01	0	
46	27,0427	318,779	20853,6	10,0008	3830,92	1810,84	0	22,004	268,953	5760,79	1777,9	0	
47	33,0588	349,933	22941,9	6,00037	4322,73	1954,99	0	27,0068	299,261	6275,52	1752,22	0	
48	24,0301	322,794	23910,1	4,00018	4924,63	1985,94	3,00007	31,0078	345,562	6943,46	1829,29	0	
49	24,0381	351,943	24946,1	9,00062	5456,28	2039,5	0	28,0064	319,571	7572,83	1869,48	2,00009	
50	23,0364	354,96	25978,7	11,0011	5972,12	2148,05	1,00005	36,011	334,678	7947,07	1773,84	0	
51	25,048	335,859	26747,3	6,00027	6660,25	2129,31	1,00004	41,0147	339,795	8576,06	1837,61	0	
52	27,0464	339,88	27428,2	9,00076	7196,46	2091,1	1,00001	47,019	298,694	9253,78	1891,2	0	
53	32,0656	320,784	27940,8	8,00049	7763,8	2129,31	1,00001	35,0104	334,009	9681,29	1899,34	0	
54	28,0522	379,094	28604,9	10,0008	8197,15	2201,71	1,00001	49,0187	352,312	10102,3	1821,29	0	
55	38,0837	343,901	29064,5	13,0013	8822,58	2196,5	2,00006	46,0169	318,107	10681,3	1842,72	0	
56	31,0718	348,927	29418	10,0008	9422,58	2195,37	0	41,0147	322,297	10904,1	1833,44	0	
57	41,0799	359,992	29986,6	13,0013	9930,14	2204,81	1,00002	44,0162	311,249	11465,9	1714,28	0	
58	33,0694	381,112	30397,8	17,003	10412,3	2197,58	0	69,0479	329,436	11907,3	1706,07	0	
59	37,0908	322,794	30893,4	16,002	11035,8	2312,39	1,00004	58,0292	325,572	12321,4	1775,9	0	
60	27,0601	335,859	31325,7	16,002	11534,1	2321,94	2,00006	54,0239	316,694	12827,4	1666,07	0	
61	44,109	314,755	30743,2	17,0025	11682,7	2311,5	2,00003	64,0342	314,544	13208,4	1633,24	0	
62	45,1063	291,648	30739,4	10,0008	12296	2537,81	1,00002	63,0351	289,463	13558,8	1651,68	0	
63	41,0944	321,789	30904,2	11,0009	12712,5	2601,18	4,00024	74,0463	321,97	14226	1590,23	0	
64	52,1376	303,703	30793,2	15,0017	13019	2776,39	0	74,0441	307,892	14603,1	1587,14	0	
65	50,1262	296,67	30872,8	12,0011	13305	2831,61	1,00002	56,0257	286,787	15066,1	1564,53	0	
66	42,1137	293,657	30422,1	11,0009	13792,9	3190,75	1,00002	77,05	268,545	15421,5	1510,31	1,00001	
67	63,1692	257,505	30278,4	10,0008	14042,2	3323,16	0	76,0476	331,343	15915,6	1528,71	0	
68	41,1076	273,574	29690,3	17,0025	14223,4	3667,98	3,00021	69,0385	324,184	16467,1	1402,95	0	
69	41,1013	315,759	29594,2	16,002	14713,3	4077,43	1,00007	87,0605	263,643	16622,3	1418,26	0	
70	35,0913	291,648	29467,6	18,003	14793,4	4589,2	1,00005	71,0439	257,473	17431,5	1427,54	0	
71	55,1477	283,613	28224,8	12,0011	15080	4969,31	1,00005	86,0679	270,731	17917,7	1412,13	0	
72	47,1406	264,533	27322,9	24,0051	15261,3	5535,02	2,00006	82,0564	248,453	17831	1368,2	0	
73	55,1637	279,596	26563,9	19,0028	15293,9	6144,01	1,00004	88,0645	230,348	18460,7	1330,47	0	
74	41,1158	259,513	25633,7	15,0017	15551,7	6831,61	4,00018	78,0536	238,449	18852,2	1270,29	0	
75	42,1086	271,566	24517	9,00076	14990,7	7541,45	1,00005	84,0577	224,277	19126	1319,23	0	
76	46,15	264,533	23526,4	11,0011	15252,7	8228,74	0	74,0452	218,251	19354,9	1181,64	0	
77	43,1115	256,505	22552,2	16,0022	15195,7	9210,76	2,00009	79,0513	236,359	19311,8	1197,94	0	
78	42,1228	251,482	21137,4	12,0013	14917,4	10305,1	3,00027	77,0477	203,102	19996	1174,46	0	
79	64,1979	248,47	20287,1	13,0013	14926,9	11416,5	1,00008	78,0532	191,874	20198,2	1159,25	0	
80	51,151	258,509	18931,9	8,00049	14560,7	12368,8	1,00004	66,0353	194,893	20342	1112,42	3,00011	
81	66,2071	246,466	18085,3	9,00062	14433,7	13486	2,00006	78,0524	198,051	20737,7	1082,93	0	
82	73,2308	203,315	17110,5	5,00019	14188,4	14472,8	3,00025	76,0476	195,817	21325,6	1100,25	0	
83	60,1726	213,347	16313,6	11,0009	13971,4	15945	1,00007	72,0451	181,8	21397,5	1066,68	0	
84	56,1663	208,331	15219,7	6,00027	13837,1	16732,8	2,00009	73,0474	167,4	22077,3	992,492	0	
85	57,1951	201,309	14373,7	16,0022	13272,4	18000,3	1,00004	62,0341	167,413	21872,6	1027,04	0	
86	56,1714	227,394	13624,5	5,00027	13122,4	18936,3	1,00016	76,0476	154,367	22287,6	954,938	0	
87	54,167	201,309	13195,1	6,00037	12905,3	19749,1	2,00027	63,0351	145,185	22771,3	909,279	0	
88	59,2037	179,245	12260,2	5,00019	12638,9	20954,7	2,00014	68,0419	151,284	22603,9	901,168	0	
89	58,1856	210,337	11695,7	5,00019	12355,7	22027,2	3,00014	75,0487	130,101	23157,1	911,363	0	
90	63,2146	186,267	10860,5	6,00037	12191,9	22814,7	2,00012	59,0284	139,123	23522,1	873,813	0	
91	49,1609	169,218	10301,1	5,00019	12030,3	23697,2	1,0001	68,0384	125,001	23519,4	892,057	0	
92	68,2134	185,262	9685,75	8,00073	11906	24934,7	3,00034	59,0293	111,825	24045	795,825	0	
93	63,2166	171,223	9343,65	5,00019	11516,6	25298,9	3,00021	66,0405	130,987	23789,1	761,406	0	
94	69,2372	170,223	8663,46	6,00046	11457,9	26030,3	1,00008	64,0322	115,908	24533,2	730,062	0	
95	55,1967	159,193	8062,31	4,00012	11236,9	27015,7	1,00007	77,051	111,87	24484,9	733,096	0	
96	52,1664	167,216	7776,68	5,00027	11127,1	27750,7	2,00012	71,0418	120,919	24829,9	760,429	0	
97	53,17	166,211	7331,3	4,00012	11069,5	28618,2	1,00013	67,0353	105,802	24810,1	714,896	0	
98	47,1623	159,193	6864,25	5,00027	10743,1	29092,7	0	59,0293	89,6312	25184,4	749,267	1,00008	
99	66,2193	168,216	6517,82	4,00018	10450,4	30217,8	4,00082	88,0605	92,6233	25362,3	720,962	0	
100	66,2132	152,177	6427,3	2,00003	10518,9	30456	2,00037	63,036	75,5168	25469,4	712,863	0	
101	65,2294	136,143	5975,4	3,00011	10096,6	31215,3	5,00088	75,0468	106,744	25551,5	637,106	1,00011	
102	82,3014	164,206	5580,3	5,00019	9952,25	32284,1	1,0001	79,0513	95,6458	25981,9	650,215	0	
103	67,221	150,174	5178,3	2,00003	9914,85	32661,8	4,0007	68,0374	91,6031	26187	600,745	0	
104	58,2025	150,172	5131,86	3,00007	9788	32552,9	3,00048	59,0293	97,6909	25669,7	649,215	0	
105	54,1603	167,213	4838,36	0	9568,55	33541,8	3,00039	65,0362	90,5458	25920,6	568,467	0	
106	49,1594	164,206	4704,06	4,00018	9469,63	34216,8	4,00055	61,0312	67,4151	26258,7	542,245	0	
107	81,317	135,139	4611,73	1,00001	9498,84	34474,9	3,00034	64,0372	72,4622	25993	562,424	0	
108	62,2288	125,119	4303,31	4,00012	9180,54	35026,6	2,00032	65,0362	75,4195	26520,3	525,106	0	
109	55,1924	145,163	4017,67	4,00012	9042,19	35494,3	0	92,0781	65,3784	26691,1	512,003	0	
110	51,1745	142,154	3794,89	6,00037	8841,61	35632,6	1,00016	69,0417	68,3798	26218,8	550,304	0	
111	66,2375	127,123	3814,97	1,00001	8937,1	36199,9	1,00011	65,0352	67,3654	26565	507,971	0	
112	54,1794	138,145	3570,58	4,00012	8784,41	36552,2	2,00027	70,0397	59,3901	26638,6	492,849	0	
113	56,1835	129,127	3457,63	4,00018	8804,14	37114	6,00137	76,0464	59,3291	26886,9	489,833	0	
114	55,1781	112,096	3398,62	2,00003	8611,25	37150	1,00019	45,0182	79,4358	26671,2	490,841	1,0001	
115	50,1669	129,129	3286,02	4,00012	8465,71	37784	4,00063	54,0256	69,3849	26995,7	456,594	1,0001	
116	51,1722	125,119	3159,97	0	8203,49	38192,2	2,00031	61,0304	66,346	27029,6	428,404	0	
117	61,1966	128,125	3097,04	3,00011	8365,37	38719,3	2,00031	56,0275	58,281	26922,6	424,378	0	
118	51,1706	110,094	2927,47	2,00006	8253,38	39050,4	1,00008	67,042	67,3861	27076,5	458,608	0	
119	49,1722	102,079	2882,61	1,00002	7940,8	39225,9	2,00021	50,0198	55,2949	27182,4	462,629	0	
120	61,2134	108,089	2839,64	6,00027	8035,81	39391,7	1,00005	54,0247	56,2981	27524,2	442,49	0	
121	59,196	116,103	2719,66	1,00001	7895,4	39663,4	1,00008	49,0191	56,2782	27246,1	408,269	0	
122	56,1912	109,092	2529,26	3,00007	7901,17	40548,4	2,00024	56,0257	57,31	27453,6	422,358	0	
123	56,1611	111,094	2516,75	3,00007	7863,82	40620,1	2,00023	56,0283	55,2627	27478,6	418,333	0	
124	49,1639	110,092	2418,1	2,00006	7589,4	40561,6	2,00032	58,0275	59,3327	27035,8	373,06	0	
125	50,1461	106,086	2410,8	3,00007	7594,14	41797,7	2,00029	59,0284	62,3405	27282,6	433,437	1,00005	
126	47,1543	100,076	2386,95	4,00012	7638,82	41765,9	0	54,0231	61,3195	27543,3	389,153	0	
127	56,1568	94,0689	2363,13	2,00003	7478,21	41727,7	4,00096	43,0167	59,3009	27271	346,927	0	
128	56,1972	79,0477	2279,18	4,00012	7550,23	42276,5	1,00018	61,0323	49,2393	27171,4	359,992	0	
129	54,157	93,066	2276,07	1,00001	7425,55	42576,5	3,00048	71,0417	45,2177	27226,3	366,02	0	
130	60,2113	102,082	2287,46	2,00003	7265,58	43147,7	2,00027	70,0406	48,2363	27527,3	357,981	0	
131	59,182	90,0619	2181,92	2,00006	7237,42	42684,8	0	61,0321	45,2296	27562,9	350,943	0	
132	70,2218	81,0501	2128,18	2,00003	7349,31	43815,7	0	61,0302	54,2475	27661,8	381,106	0	
133	55,1646	106,086	2138,55	2,00003	7177,14	43192,2	2,00027	64,0362	46,2208	27911,5	316,764	0	
134	52,1496	100,076	2043,53	1,00001	7323,57	43988,8	2,00024	55,0256	50,2245	27764,7	306,717	0	
135	53,1757	90,0619	2044,59	0	7231,42	44218,1	2,00027	69,0401	44,1719	27996,7	324,809	1,00008	
136	50,1623	97,0719	2029,09	2,00003	7020,8	44775,3	4,00067	69,0397	39,1875	27952,1	344,906	0	
137	53,1366	75,0429	2028,06	4,00012	7199,7	44636,7	3,00072	80,055	50,2145	28198	347,922	0	
138	50,1377	91,0632	2081,71	4,00018	7101,89	45542,2	1,0001	90,0667	48,2267	28685,6	308,726	0	
139	42,1131	78,0465	1957,96	1,00001	7024,8	45903,9	0	100,086	50,2315	28448	285,621	0	
140	51,1479	84,0552	1978,6	2,00006	7170,45	45867,5	4,00076	176,245	53,2303	28923,4	302,698	0	
141	52,1488	62,0303	1874,58	2,00006	6979,02	46044,1	4,00073	171,239	46,1931	28857,4	297,68	0	
142	66,1767	79,0477	1844,75	1,00002	6992,3	46712,8	2,0004	228,415	48,2126	29158,1	290,644	0	
143	58,1767	89,0605	1887,93	2,00003	6941,25	47045,9	3,001	331,859	51,2412	29179,6	296,67	0	
144	54,1487	85,0552	1879,73	2,00003	6999,98	46977,7	2,00031	416,339	51,2161	28958,3	290,648	0	
145	68,2123	82,0513	1768,68	0	6973,84	47627	2,00034	565,45	49,2166	29053	311,74	0	
146	58,1669	89,0605	1925	1,00001	7041,5	47084,1	0	766,5	38,1578	29158,8	259,517	1,00013	
147	44,1138	85,0552	1838,58	1,00001	6997,98	47540,2	3,00048	1054,47	49,1963	29496,5	288,635	0	
148	41,1101	80,0489	1804,65	1,00002	7079,14	48683,9	4,00084	1360,1	52,226	29402,6	288,635	0	
149	34,0816	74,0418	1847,84	2,00003	6920,24	48198,5	3,00051	1705,09	63,2445	29196,8	273,574	0	
150	39,1041	68,0353	1728,62	2,00003	6884,46	48198,2	2,00031	2171,72	38,1613	29097,8	252,486	0	
151	45,1201	81,0501	1756,33	1,00001	6870,35	48467,1	3,00057	2813,76	58,2364	28936,4	265,537	0	
152	53,0976	75,0429	1747,08	2,00003	6798,1	47919,2	4,00075	3484,31	53,2221	28657,3	265,537	0	
153	47,1154	70,0374	1642,43	4,00012	6790,11	48403,2	7,00163	4185,08	68,2991	28283,2	277,587	0	
154	41,095	71,0385	1666,02	2,00003	7027,91	48067,9	8,00255	5091,75	76,3284	27334,3	250,482	0	
155	34,0671	79,0477	1620,93	0	6827,93	48054,5	9,00265	6136,33	80,3329	27055,4	264,533	0	
156	41,0994	70,0382	1543,02	0	6780,24	47671,4	8,00183	7123,62	75,3364	26427,4	271,562	0	
157	32,0661	84,0539	1567,62	2,00003	6698,12	47346,3	4,00085	8165,01	82,3266	25472	247,471	0	
158	34,0744	77,0453	1442,79	1,00001	6722,38	46699,6	6,0016	9416,27	83,33	24565,3	270,562	0	
159	28,0479	64,0313	1481,62	2,00003	6653,04	46067,4	15,0035	10437,8	118,517	23412	251,482	0	
160	32,0543	76,0441	1459,17	0	6825,06	46603,7	19,0065	11737,9	88,3262	22414,2	228,398	0	
161	40,0728	61,0284	1408,02	2,00003	6466,82	45589,3	17,0066	13160,6	116,457	21213,6	266,541	0	
162	28,0488	52,0206	1288,65	2,00006	6612,2	45036,1	18,0058	14299	131,581	20246,8	247,467	0	
163	27,046	75,0429	1266,17	1,00002	6524,54	44470	21,0099	15656,7	156,665	18828,6	242,448	0	
164	24,0326	55,0231	1248,84	0	6381,3	43779,7	25,0082	16957,5	142,544	17878,9	233,419	1,00014	
165	29,037	74,0418	1248,86	1,00001	6639,76	43286,1	34,014	18489,5	175,72	16634,6	265,541	1,00011	
166	18,0226	49,0183	1155,14	1,00001	6648,29	42200,2	36,0174	19262,9	178,736	15398,6	246,463	0	
167	24,0348	39,0116	1090,01	3,00007	6522,45	41650,6	39,0218	20696,8	185,807	14405,5	264,541	0	
168	19,0181	51,0199	999,584	5,00019	6571,07	41305,9	44,0249	21826	197,772	13352,2	269,562	0	
169	17,0183	39,0116	984,371	1,00002	6517,91	40335,3	66,0433	22889,5	229,97	12283,1	267,554	0	
170	23,0258	46,0162	941,734	1,00001	6622,84	39332,7	57,0423	23980,7	261,068	11384,2	285,626	0	
171	19,0164	61,0293	942,748	3,00011	6691,58	39042,1	59,0356	25345	245,997	10506	279,6	0	
172	18,0148	59,0266	863,666	2,00003	6635,12	37997,4	53,0279	26041,7	255,071	9649,9	253,49	1,00001	
173	18,0146	49,0183	857,587	2,00003	6627,21	37450,4	79,0682	27565,2	271,097	8979,2	284,619	0	
174	19,0132	46,0162	863,679	2,00003	6848,93	36730	87,0741	28551,9	272,099	8359,61	263,529	0	
175	16,0093	49,0183	806,96	2,00006	6702,55	35833,6	97,0819	29583,3	299,183	7774,54	268,554	1,00008	
176	13,0088	48,0176	833,275	0	7071,34	35480,6	100,096	30468,9	313,335	7071,56	286,626	0	
177	19,0155	55,0231	802,898	1,00001	6912,46	34494,7	105,103	31544,3	333,42	6697,42	270,562	1,00007	
178	15,0111	58,0257	803,911	1,00001	7003,54	33933,8	94,0818	33221,3	366,649	6133,06	285,626	0	
179	11,0065	40,0122	781,643	1,00001	7094,63	32947,9	137,171	34147,7	364,505	5642,16	280,608	0	
180	19,0196	35,0093	831,262	5,00019	7256,76	32194,3	113,123	35490,4	393,701	5278,66	291,648	0	
181	16,0152	52,0206	835,314	1,00001	7075,8	31330,4	132,163	36574,6	414,029	5036,1	275,583	0	
182	19,0164	38,011	941,734	2,00006	7217,44	30379,3	118,126	38080,2	403,875	4616,48	276,587	0	
183	17,0157	32,0078	957,997	2,00006	7405,03	30005,1	140,175	39246,5	424,014	4436,65	275,583	0	
184	17,0134	44,0148	1002,65	1,00001	7310,05	29749,2	163,228	40856,9	462,174	4123,45	274,584	0	
185	15,0152	35,0093	1005,69	1,00001	7308,82	28713,9	168,247	41766,1	483,403	3767,28	257,509	0	
186	17,0167	44,0148	1106,29	2,00006	7325,59	28009,4	183,286	43356,6	510,597	3568,37	291,652	0	
187	19,0205	43,0141	1129,7	2,00003	7472,49	27363,4	173,253	44633,7	536,829	3334,65	276,587	0	
188	42,0558	50,0191	1233,54	6,00027	7312,29	27308,2	200,349	46410,7	535,762	3137,92	283,613	0	
189	22,0276	49,0183	1341,64	2,00003	7281,22	26495,1	199,315	46865	542,694	3065,47	276,587	0	
190	15,0198	45,0155	1345,74	2,00003	7162,75	25885,1	220,413	49362,1	587,239	2867,94	289,648	0	
191	27,0311	48,0176	1459,14	1,00001	7170,49	25060,3	221,407	51151,5	606,395	2628,92	292,652	0	
192	20,0257	34,0093	1553,26	1,00001	7150,48	23866,2	222,424	52674,2	647,612	2503,31	250,478	0	
193	30,0486	45,0155	1728,6	2,00003	7087,06	23760,9	239,444	53317,1	634,612	2289,22	260,517	0	
194	28,0471	63,0303	1795,37	6,00027	7097,31	23119	253,53	54968,4	692,2	2188,23	274,574	0	
195	31,0619	46,0162	1792,29	3,00011	6946,59	22090,1	215,406	56175,6	731,646	2051,76	285,63	0	
196	30,0518	58,0257	1912,64	5,00019	6751,09	21817,8	241,481	58618,4	700,249	1964,01	263,533	0	
197	28,0557	44,0148	2057,98	2,00003	6690,15	21183,2	276,621	59664,1	778,276	1887,98	268,562	0	
198	34,078	34,0088	2164,38	4,00012	6669,54	20758,6	260,577	61728,8	791,298	1749,58	265,549	0	
199	41,0893	44,0148	2256,44	3,00007	6704,76	20372,9	263,59	63353,2	813,472	1663,05	235,429	0	
200	47,1125	46,0169	2377,67	2,00003	6473,55	19378	281,66	64210,6	811,558	1565,07	260,521	1,00004	
201	43,0917	52,0206	2547,89	3,00011	6474,54	19038,5	300,738	65879,7	813,547	1420,48	255,497	0	
202	46,1126	40,0122	2630,08	1,00001	6275,15	18294,4	300,735	67244,1	841,701	1384,8	255,506	0	
203	61,1666	51,0199	2690,48	3,00007	6146,82	17955,3	325,868	69467,5	891,441	1248,5	250,482	0	
204	48,1116	52,0206	2724,87	1,00004	6122,56	17328,7	331,92	69755	897,526	1121,43	215,36	0	
205	44,1266	43,0148	2936,83	2,00003	5915,09	16926,4	320,862	71618,6	896,36	1082,26	189,273	0	
206	65,1875	41,0128	3008,08	3,00007	6023,71	16543,6	307,754	73722,5	888,426	1079,7	222,377	0	
207	72,2071	42,0135	3172,57	6,00037	5924,17	16070,1	340,953	74650,8	957,365	980,062	236,426	0	
208	51,1471	33,0083	3166,27	6,00027	5691,2	15275,6	297,715	75863,2	941,182	952,569	221,373	0	
209	57,1679	44,0148	3359,66	4,00012	5531,14	15062,4	334,936	76932,3	926,932	843,266	242,459	0	
210	56,174	39,0116	3394,41	2,00003	5631,32	14547,5	361,042	77503,9	1035,5	817,383	204,324	0	
211	58,1838	44,0154	3359,66	1,00002	5480,17	13902,2	324,848	79575,3	955,246	757,685	220,377	0	
212	68,2311	51,0206	3480,88	2,00003	5388,76	13482	336,911	79832,7	1031,35	749,51	240,448	0	
213	57,1933	40,0122	3619,23	3,00007	5472,5	13200,5	381,182	80869,5	988,918	700,614	225,394	0	
214	72,2237	45,0155	3659,29	1,00002	5133,19	12863	356,008	82529,4	1022,23	641,848	231,412	0	
215	78,2759	40,0122	3764,05	4,00012	5241,1	12183,9	349,003	82863,7	999,738	586,823	195,291	0	
216	60,1735	39,0116	3872,23	2,00003	5092,1	11946,4	352,001	84158,9	1047,49	506,196	220,377	0	
217	67,2118	40,0122	3979,53	3,00011	4925,62	11650,7	382,164	84366,6	1064,85	515,281	240,444	0	
218	57,1784	48,0176	3967,78	3,00007	4685,73	11172,2	355,03	85880,6	1036,47	421,261	207,328	0	
219	65,2244	34,0088	4096,53	6,00046	4647	10698,3	379,147	86318,2	1126,89	384,942	194,291	0	
220	60,2076	46,0169	4074,05	4,00012	4539,66	10289	382,164	86967,1	1077,13	420,13	179,252	0	
221	67,2272	30,0069	4245,67	4,00012	4440,21	9863,52	376,158	87520,9	1109,6	408,044	178,242	0	
222	61,2312	41,0128	4071,92	6,00027	4396,28	9625,81	392,237	87182,7	1082,1	386,822	188,273	0	
223	79,3226	38,0116	4156,23	4,00012	4291,56	9326,51	370,088	88529,1	1103,39	350,539	189,275	0	
224	63,2088	32,0078	4259,54	1,00001	4139,07	8951,42	379,176	88755,5	1079,08	270,972	160,2	0	
225	59,2028	43,0141	4227,6	4,00018	4109,56	8553,25	382,159	89271,8	1072,91	261,897	172,229	0	
226	77,2765	39,0116	4330,15	8,00049	4035,94	8417,25	432,476	89220,2	1071,78	246,84	173,231	0	
227	65,2304	33,0083	4395,21	1,00001	3994,54	7968,64	383,188	89880,2	1070,85	251,906	169,218	0	
228	66,2517	43,0141	4402,69	3,00007	3778,94	7650,31	382,199	90439,3	1104,39	211,557	184,259	0	
229	58,2043	45,0155	4364,13	1,00001	3681,61	7410,99	379,193	90551,8	1140	193,542	166,211	0	
230	55,1975	45,0155	4352,58	5,00019	3691,13	7231,99	398,232	90100,2	1159,32	192,538	164,208	0	
231	64,2254	53,0223	4353,45	3,00007	3585,48	6999,98	367,068	90158,3	1106,42	181,483	186,267	0	
232	64,2254	44,0154	4410,25	1,00002	3477,93	6637,65	365,043	91286,8	1116,56	155,35	192,285	0	
233	93,3626	48,0176	4579,4	1,00002	3335,61	6328,61	396,244	91069,7	1192,92	135,278	161,203	0	
234	75,2774	45,0155	4450,84	1,00001	3313,47	6010,48	363,092	90639,5	1105,44	135,282	168,216	0	
235	66,2444	44,0148	4362	2,00003	3236,67	5930,41	388,195	90818,2	1104,32	138,287	140,154	0	
236	60,2076	42,0135	4437,93	3,00007	3241,93	5776,51	396,238	90185,4	1173,55	112,19	168,223	0	
237	60,2095	47,0169	4547,16	2,00006	3097,09	5477,93	396,277	90147,5	1184,7	110,197	153,179	0	
